Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
10/11/2021,2021,Mercedes GLC,82047,3,Europe,Germany,Dealership
10/11/2021,2021,Mercedes GLE Coupe,38673,1,Asia,South Korea,Wholesale
11/11/2021,2021,Mercedes AMG GT 4-Door Coupe,82034,3,Asia,South Korea,Dealership
12/11/2021,2021, Mercedes GLB,106553,1,Europe,Spain,Online
12/11/2021,2021,Mercedes GLS,50810,3,South America,Chile,Dealership
12/11/2021,2021,Mercedes AMG C63 S,90772,4,Asia,Thailand,Dealership
12/11/2021,2021,Mercedes AMG CLA 45,117154,5,Asia,China,Wholesale
13/11/2021,2021,Mercedes S-Class,107762,1,North America,Mexico,Dealership
13/11/2021,2021,Mercedes AMG E63 S,40038,5,Asia,India,Wholesale
13/11/2021,2021,Mercedes AMG C63 S,118715,1,Africa,South Africa,Wholesale
14/11/2021,2021,Mercedes GLE,87987,1,South America,Chile,Online
14/11/2021,2021,Mercedes EQA,42289,1,Asia,Japan,Dealership
14/11/2021,2021, Mercedes GLB,64905,3,Asia,South Korea,Online
15/11/2021,2021,Mercedes C-Class Coupe,30969,2,Europe,Italy,Online
,,,,,,,
15/11/2021,2021,Mercedes CLA Coupe,91166,3,Asia,China,Online
,,,,,,,
15/11/2021,2021,Mercedes AMG CLA 45,99277,2,Europe,Germany,Dealership
15/11/2021,2021,Mercedes GLS,111544,3,Africa,Nigeria,Wholesale
15/11/2021,2021,Mercedes C-Class Coupe,106749,2,Africa,Morocco,Wholesale
,,,,,,,
16/11/2021,2021, Mercedes AMG C63 Coupe,36214,1,Africa,Kenya,Online
16/11/2021,2021,Mercedes EQA,35720,1,Africa,Nigeria,Dealership
16/11/2021,2021,Mercedes EQA,118484,2,Asia,Japan,Wholesale
17/11/2021,2021,Mercedes EQE SUV,64902,2,Asia,China,Wholesale
18/11/2021,2021,Mercedes AMG C63 S,33671,5,South America,Brazil,Wholesale
19/11/2021,2021,Mercedes AMG C63 S,53926,1,Europe,Spain,Dealership
19/11/2021,2021,Mercedes EDQ Sedan,37076,3,South America,Peru,Wholesale
19/11/2021,2021,Mercedes E-Class,114448,5,South America,Brazil,Wholesale
19/11/2021,2021,Mercedes-Benz Kamloops,39967,2,Asia,South Korea,Online
19/11/2021,2021, Mercedes EQB,91068,3,North America,United States,Wholesale
20/11/2021,2021,Mercedes AMG C63 S,63521,4,Europe,United Kingdom,Dealership
20/11/2021,2021,Mercedes GLE Coupe,108513,4,South America,Brazil,Online
20/11/2021,2021,Mercedes EQA,68790,4,South America,Chile,Dealership
20/11/2021,2021,Mercedes CLA Coupe,82775,3,South America,Chile,Online
,,,,,,,
21/11/2021,2021,Mercedes GLC,101515,2,North America,Canada,Online
21/11/2021,2021,Mercedes-Benz Kamloops,44272,3,Asia,China,Wholesale
21/11/2021,2021, Mercedes AMG C63 Coupe,101744,5,Africa,Nigeria,Online
21/11/2021,2021,Mercedes AMG GT 4-Door Coupe,37304,5,South America,Colombia,Dealership
22/11/2021,2021,Mercedes AMG C63 S,47762,4,Asia,Japan,Online
22/11/2021,2021,Mercedes AMG GT 4-Door Coupe,110865,2,South America,Chile,Dealership
22/11/2021,2021, Mercedes EQB,81591,5,South America,Argentina,Dealership
23/11/2021,2021,Mercedes-Benz Kamloops,51891,1,Europe,France,Dealership
23/11/2021,2021,Mercedes AMG SL 63,90428,1,South America,Peru,Wholesale
23/11/2021,2021,Mercedes CLE Coupe,60146,4,Europe,France,Wholesale
,,,,,,,
23/11/2021,2021,Mercedes AMG E63 S,67880,4,Africa,Kenya,Wholesale
23/11/2021,2021,Mercedes AMG CLA 45,87487,4,South America,Colombia,Dealership
24/11/2021,2021,Mercedes CLE Coupe,34715,5,Asia,South Korea,Wholesale
,,,,,,,
25/11/2021,2021,Mercedes EQA,49750,2,Asia,China,Dealership
25/11/2021,2021,Mercedes S-Class,88491,4,Asia,China,Dealership
25/11/2021,2021,Mercedes GLA,30503,3,Europe,France,Online
25/11/2021,2021,Mercedes GLS,69860,4,Africa,Morocco,Wholesale
25/11/2021,2021,Mercedes EDQ Sedan,48930,5,Asia,China,Wholesale
25/11/2021,2021,Mercedes AMG C63 S,65911,2,Asia,India,Online
27/11/2021,2021,Mercedes CLE Coupe,77143,4,Europe,Italy,Wholesale
,,,,,,,
27/11/2021,2021,Mercedes GLE,108821,1,Asia,China,Wholesale
27/11/2021,2021,Mercedes GLA,107530,4,South America,Brazil,Online
28/11/2021,2021,Mercedes CLE Coupe,74696,4,South America,Chile,Dealership
,,,,,,,
28/11/2021,2021,Mercedes GLC Coupe,110358,2,Asia,India,Wholesale
29/11/2021,2021,Mercedes EQA,93288,3,Africa,Nigeria,Dealership
30/11/2021,2021,Mercedes EQA,50386,4,Africa,Nigeria,Online
30/11/2021,2021,Mercedes S-Class,42470,4,Europe,Spain,Wholesale
1/12/2021,2021,Mercedes AMG GT 4-Door Coupe,31947,5,South America,Brazil,Dealership
1/12/2021,2021,Mercedes-Benz Kamloops,98146,2,Africa,Nigeria,Dealership
1/12/2021,2021,Mercedes GLA,60653,5,Africa,Kenya,Online
2/12/2021,2021,Mercedes A-Class Sedan,99499,4,North America,Canada,Wholesale
,,,,,,,
2/12/2021,2021,Mercedes AMG GT 4-Door Coupe,106368,4,Europe,Germany,Dealership
2/12/2021,2021,Mercedes S-Class,74291,1,Asia,Japan,Wholesale
2/12/2021,2021,Mercedes EQE SUV,116842,5,Asia,Thailand,Wholesale
3/12/2021,2021,Mercedes S-Class,48934,2,North America,United States,Online
3/12/2021,2021, Mercedes AMG C63 Coupe,118479,4,Europe,Spain,Online
3/12/2021,2021,Mercedes AMG E63 S,46623,1,Africa,Morocco,Wholesale
4/12/2021,2021, Mercedes EQB,67310,1,Asia,India,Online
4/12/2021,2021,Mercedes E-Class,118907,3,Asia,Thailand,Online
5/12/2021,2021,Mercedes GLS,89829,2,Asia,South Korea,Dealership
6/12/2021,2021,Mercedes AMG GT 4-Door Coupe,98837,1,Europe,Spain,Online
6/12/2021,2021,Mercedes CLA Coupe,107713,2,Asia,Japan,Wholesale
,,,,,,,
7/12/2021,2021,Mercedes CLE Coupe,33345,4,South America,Brazil,Dealership
,,,,,,,
7/12/2021,2021,Mercedes AMG C63 S,94262,3,Asia,Japan,Online
7/12/2021,2021,Mercedes GLC Coupe,43427,2,Asia,China,Wholesale
8/12/2021,2021,Mercedes CLE Coupe,93324,3,Africa,Kenya,Online
,,,,,,,
8/12/2021,2021,Mercedes-Benz Kamloops,59236,2,South America,Brazil,Online
8/12/2021,2021,Mercedes GLE Coupe,70286,2,North America,Canada,Wholesale
8/12/2021,2021,Mercedes S-Class,33972,5,South America,Peru,Online
8/12/2021,2021,Mercedes EQE SUV,98551,3,North America,Mexico,Dealership
9/12/2021,2021,Mercedes E-Class,58259,2,South America,Argentina,Online
9/12/2021,2021,Mercedes AMG SL 63,43783,5,Asia,China,Wholesale
10/12/2021,2021,Mercedes AMG E63 S,116057,5,North America,Canada,Wholesale
10/12/2021,2021,Mercedes CLA Coupe,49098,3,Europe,Spain,Online
,,,,,,,
10/12/2021,2021,Mercedes C-Class Coupe,71565,4,Asia,India,Online
,,,,,,,
11/12/2021,2021,Mercedes GLC,39651,3,Asia,Thailand,Online
11/12/2021,2021,Mercedes A-Class Sedan,83077,2,Asia,India,Dealership
,,,,,,,
11/12/2021,2021,Mercedes GLE Coupe,109435,4,North America,Canada,Online
11/12/2021,2021,Mercedes GLS,57937,3,Asia,India,Dealership
12/12/2021,2021,Mercedes-Benz Kamloops,52272,3,Europe,France,Dealership
12/12/2021,2021,Mercedes C-Class Coupe,104174,3,North America,Mexico,Wholesale
,,,,,,,
14/12/2021,2021,Mercedes GLE,42698,3,Europe,France,Online
14/12/2021,2021,Mercedes CLS Coupe,71999,4,Africa,Kenya,Online
14/12/2021,2021,Mercedes GLA,97583,2,Asia,China,Dealership
14/12/2021,2021,Mercedes E-Class,67203,5,North America,Mexico,Online
15/12/2021,2021,Mercedes-Benz Kamloops,119217,3,Africa,Kenya,Wholesale
16/12/2021,2021,Mercedes EDQ Sedan,71633,5,Africa,Morocco,Wholesale
16/12/2021,2021,Mercedes GLE Coupe,42842,5,North America,United States,Dealership
16/12/2021,2021,Mercedes A-Class Sedan,76969,5,South America,Peru,Online
,,,,,,,
16/12/2021,2021,Mercedes C-Class Coupe,60034,3,North America,Mexico,Dealership
,,,,,,,
17/12/2021,2021,Mercedes EDQ Sedan,90064,3,North America,United States,Wholesale
18/12/2021,2021,Mercedes AMG GT 4-Door Coupe,80083,3,Asia,China,Dealership
19/12/2021,2021,Mercedes CLA Coupe,39176,3,Africa,Nigeria,Dealership
,,,,,,,
19/12/2021,2021,Mercedes GLA,90832,1,Asia,Thailand,Wholesale
19/12/2021,2021,Mercedes C-Class Coupe,75530,2,Asia,Thailand,Online
,,,,,,,
19/12/2021,2021,Mercedes GLC Coupe,75284,1,North America,United States,Wholesale
19/12/2021,2021,Mercedes AMG E63 S,44783,4,South America,Colombia,Dealership
21/12/2021,2021,Mercedes GLC Coupe,55460,1,North America,Canada,Dealership
22/12/2021,2021,Mercedes AMG GT 4-Door Coupe,62205,1,Africa,South Africa,Online
22/12/2021,2021,Mercedes CLS Coupe,46616,1,Africa,Morocco,Dealership
22/12/2021,2021,Mercedes E-Class,66445,2,Asia,Japan,Online
23/12/2021,2021,Mercedes GLA,38885,5,North America,Mexico,Wholesale
24/12/2021,2021,Mercedes GLA,88308,4,Africa,Morocco,Online
24/12/2021,2021,Mercedes EDQ Sedan,94642,4,Europe,Germany,Dealership
24/12/2021,2021,Mercedes AMG GT 4-Door Coupe,100500,2,Europe,Germany,Dealership
24/12/2021,2021,Mercedes CLA Coupe,113990,1,Africa,Kenya,Online
,,,,,,,
24/12/2021,2021,Mercedes AMG C63 S,108342,5,Africa,South Africa,Wholesale
25/12/2021,2021,Mercedes GLE,86284,3,South America,Chile,Online
25/12/2021,2021, Mercedes AMG C63 Coupe,56165,2,Europe,Germany,Dealership
25/12/2021,2021,Mercedes AMG GT 4-Door Coupe,54791,5,Asia,India,Online
25/12/2021,2021, Mercedes AMG C63 Coupe,80539,2,Africa,Kenya,Wholesale
25/12/2021,2021,Mercedes CLS Coupe,94430,2,Europe,Spain,Wholesale
26/12/2021,2021,Mercedes GLC Coupe,55262,3,South America,Chile,Dealership
26/12/2021,2021,Mercedes CLE Coupe,101826,5,North America,United States,Online
,,,,,,,
26/12/2021,2021,Mercedes CLE Coupe,119441,1,North America,Canada,Online
,,,,,,,
26/12/2021,2021, Mercedes EQB,101114,5,Africa,Nigeria,Online
26/12/2021,2021,Mercedes AMG SL 63,107364,5,Africa,South Africa,Wholesale
27/12/2021,2021,Mercedes AMG E63 S,35461,1,Asia,Thailand,Online
27/12/2021,2021,Mercedes CLE Coupe,51873,3,Africa,Morocco,Wholesale
,,,,,,,
28/12/2021,2021,Mercedes C-Class Coupe,69899,5,Africa,Kenya,Wholesale
,,,,,,,
28/12/2021,2021,Mercedes GLS,96629,1,Asia,Thailand,Dealership
28/12/2021,2021, Mercedes GLB,110635,2,Asia,Thailand,Wholesale
29/12/2021,2021,Mercedes GLC,99058,2,Europe,Germany,Dealership
29/12/2021,2021,Mercedes AMG CLA 45,68573,1,North America,Mexico,Dealership
30/12/2021,2021,Mercedes S-Class,99245,2,South America,Colombia,Online
31/12/2021,2021, Mercedes GLB,87465,5,Africa,Egypt,Online
31/12/2021,2021,Mercedes GLC Coupe,103030,1,South America,Chile,Online
31/12/2021,2021,Mercedes CLS Coupe,36704,5,Europe,Spain,Online
1/1/2022,2022, Mercedes GLB,33302,4,North America,United States,Dealership
1/1/2022,2022,Mercedes GLE Coupe,42410,3,North America,Mexico,Wholesale
1/1/2022,2022,Mercedes GLA,112045,3,Europe,France,Dealership
2/1/2022,2022,Mercedes E-Class,105038,3,South America,Peru,Online
2/1/2022,2022,Mercedes GLA,63749,1,North America,Mexico,Dealership
2/1/2022,2022,Mercedes GLA,109804,4,North America,Canada,Wholesale
3/1/2022,2022,Mercedes CLS Coupe,111919,3,Asia,China,Online
4/1/2022,2022,Mercedes S-Class,80603,5,Asia,Thailand,Dealership
4/1/2022,2022,Mercedes CLA Coupe,41325,3,Africa,Morocco,Dealership
,,,,,,,
4/1/2022,2022,Mercedes EDQ Sedan,103247,4,Asia,Thailand,Dealership
5/1/2022,2022,Mercedes AMG CLA 45,115778,5,North America,United States,Online
5/1/2022,2022,Mercedes AMG CLA 45,118057,5,Africa,Morocco,Dealership
5/1/2022,2022,Mercedes GLC Coupe,92987,1,South America,Brazil,Wholesale
6/1/2022,2022,Mercedes AMG GT 4-Door Coupe,46092,1,Africa,South Africa,Dealership
6/1/2022,2022,Mercedes C-Class Coupe,40543,2,North America,Mexico,Dealership
,,,,,,,
6/1/2022,2022, Mercedes GLB,76402,4,Asia,India,Online
6/1/2022,2022,Mercedes CLE Coupe,57111,5,North America,Canada,Online
,,,,,,,
6/1/2022,2022,Mercedes GLE Coupe,56469,4,Africa,South Africa,Wholesale
6/1/2022,2022,Mercedes CLE Coupe,62050,3,North America,Mexico,Online
,,,,,,,
7/1/2022,2022,Mercedes CLS Coupe,65854,3,Africa,South Africa,Wholesale
8/1/2022,2022,Mercedes GLA,107850,2,North America,United States,Dealership
8/1/2022,2022,Mercedes-Benz Kamloops,70205,5,South America,Argentina,Wholesale
9/1/2022,2022,Mercedes CLA Coupe,43339,5,Asia,China,Online
,,,,,,,
9/1/2022,2022,Mercedes GLS,47383,2,South America,Argentina,Dealership
9/1/2022,2022,Mercedes S-Class,118598,3,South America,Argentina,Online
9/1/2022,2022,Mercedes EQA,91549,5,Europe,Germany,Online
10/1/2022,2022,Mercedes GLE Coupe,44525,4,Asia,China,Dealership
10/1/2022,2022, Mercedes GLB,107664,5,South America,Chile,Dealership
10/1/2022,2022,Mercedes AMG E63 S,108926,3,Asia,China,Wholesale
10/1/2022,2022,Mercedes S-Class,109297,5,North America,Mexico,Dealership
10/1/2022,2022, Mercedes EQB,85596,5,North America,United States,Dealership
11/1/2022,2022,Mercedes AMG GT 4-Door Coupe,98086,1,South America,Brazil,Online
11/1/2022,2022,Mercedes EDQ Sedan,62850,5,North America,Mexico,Wholesale
11/1/2022,2022,Mercedes EDQ Sedan,86153,2,Africa,Nigeria,Dealership
11/1/2022,2022, Mercedes AMG C63 Coupe,43706,2,Africa,Kenya,Online
11/1/2022,2022, Mercedes GLB,70765,4,Europe,Germany,Online
12/1/2022,2022, Mercedes AMG C63 Coupe,91671,5,Europe,Spain,Online
12/1/2022,2022,Mercedes AMG GT 4-Door Coupe,55226,4,Asia,China,Wholesale
12/1/2022,2022,Mercedes S-Class,115916,3,Asia,India,Online
13/01/2022,2022,Mercedes AMG SL 63,103830,3,Europe,France,Wholesale
13/01/2022,2022,Mercedes A-Class Sedan,100632,1,Asia,South Korea,Online
,,,,,,,
13/01/2022,2022,Mercedes AMG SL 63,84445,1,South America,Peru,Dealership
14/01/2022,2022,Mercedes A-Class Sedan,38861,5,North America,Mexico,Wholesale
,,,,,,,
15/01/2022,2022,Mercedes GLC Coupe,111339,5,Africa,Nigeria,Online
15/01/2022,2022,Mercedes A-Class Sedan,35274,4,Africa,South Africa,Wholesale
,,,,,,,
15/01/2022,2022,Mercedes GLS,111565,4,North America,Canada,Online
15/01/2022,2022,Mercedes AMG GT 4-Door Coupe,88810,5,Africa,Nigeria,Wholesale
16/01/2022,2022,Mercedes AMG SL 63,56863,5,Europe,France,Dealership
17/01/2022,2022,Mercedes CLE Coupe,45611,1,Africa,Kenya,Online
,,,,,,,
17/01/2022,2022,Mercedes AMG E63 S,112415,1,Africa,Nigeria,Dealership
17/01/2022,2022,Mercedes GLE Coupe,56783,1,Asia,Japan,Dealership
17/01/2022,2022,Mercedes GLE Coupe,35391,5,North America,United States,Wholesale
17/01/2022,2022,Mercedes-Benz Kamloops,106724,4,Africa,Nigeria,Online
17/01/2022,2022,Mercedes EQA,97258,2,Asia,China,Wholesale
18/01/2022,2022,Mercedes EDQ Sedan,33274,2,Africa,Morocco,Dealership
18/01/2022,2022,Mercedes AMG CLA 45,71530,4,Asia,India,Dealership
19/01/2022,2022,Mercedes GLC,100173,4,North America,Canada,Online
20/01/2022,2022,Mercedes C-Class Coupe,52447,4,South America,Peru,Wholesale
,,,,,,,
20/01/2022,2022,Mercedes GLS,83382,1,Asia,India,Dealership
21/01/2022,2022,Mercedes GLE,49693,3,North America,Mexico,Online
21/01/2022,2022,Mercedes E-Class,54959,5,Africa,Nigeria,Online
23/01/2022,2022,Mercedes AMG GT 4-Door Coupe,57987,1,South America,Peru,Dealership
24/01/2022,2022,Mercedes CLA Coupe,83239,2,South America,Peru,Online
,,,,,,,
24/01/2022,2022,Mercedes EQA,90763,5,South America,Peru,Dealership
24/01/2022,2022,Mercedes EDQ Sedan,30599,4,Europe,France,Dealership
25/01/2022,2022,Mercedes CLE Coupe,30056,2,Europe,Germany,Wholesale
,,,,,,,
25/01/2022,2022,Mercedes AMG SL 63,35153,4,Asia,China,Wholesale
25/01/2022,2022,Mercedes CLS Coupe,53853,4,Africa,Kenya,Dealership
25/01/2022,2022,Mercedes EQA,43333,4,Europe,United Kingdom,Wholesale
26/01/2022,2022,Mercedes AMG CLA 45,43707,5,Africa,Kenya,Online
26/01/2022,2022,Mercedes C-Class Coupe,34991,2,North America,United States,Wholesale
,,,,,,,
28/01/2022,2022,Mercedes EDQ Sedan,42626,2,Asia,India,Wholesale
28/01/2022,2022,Mercedes AMG GT 4-Door Coupe,70910,4,Europe,Spain,Online
30/01/2022,2022,Mercedes GLE Coupe,56817,1,Africa,Nigeria,Dealership
31/01/2022,2022,Mercedes GLA,89251,3,Asia,Japan,Wholesale
31/01/2022,2022,Mercedes CLE Coupe,115549,1,Asia,South Korea,Dealership
,,,,,,,
31/01/2022,2022,Mercedes CLE Coupe,77128,5,South America,Chile,Dealership
,,,,,,,
31/01/2022,2022,Mercedes CLS Coupe,42911,3,Africa,Morocco,Wholesale
31/01/2022,2022,Mercedes CLE Coupe,45405,1,South America,Chile,Online
,,,,,,,
31/01/2022,2022, Mercedes AMG C63 Coupe,87698,2,North America,Mexico,Dealership
1/2/2022,2022,Mercedes EDQ Sedan,100656,1,Africa,Kenya,Wholesale
2/2/2022,2022, Mercedes GLB,116653,4,Europe,France,Wholesale
2/2/2022,2022,Mercedes AMG C63 S,76381,5,North America,Mexico,Dealership
3/2/2022,2022, Mercedes GLB,41631,1,Europe,Germany,Online
3/2/2022,2022,Mercedes CLS Coupe,96421,1,Asia,South Korea,Wholesale
3/2/2022,2022,Mercedes CLS Coupe,40322,3,South America,Argentina,Wholesale
3/2/2022,2022,Mercedes GLS,56817,4,Africa,South Africa,Dealership
3/2/2022,2022,Mercedes-Benz Kamloops,61460,3,Asia,Thailand,Dealership
3/2/2022,2022,Mercedes CLS Coupe,87223,5,Africa,Nigeria,Wholesale
4/2/2022,2022, Mercedes AMG C63 Coupe,74508,5,South America,Argentina,Wholesale
4/2/2022,2022,Mercedes CLA Coupe,117940,4,Europe,United Kingdom,Online
,,,,,,,
4/2/2022,2022,Mercedes AMG C63 S,75213,3,North America,Mexico,Online
4/2/2022,2022,Mercedes GLC,66656,4,North America,United States,Wholesale
5/2/2022,2022,Mercedes-Benz Kamloops,33717,3,South America,Brazil,Wholesale
5/2/2022,2022,Mercedes C-Class Coupe,107271,2,Africa,Morocco,Online
,,,,,,,
5/2/2022,2022,Mercedes GLS,35622,4,North America,Canada,Dealership
6/2/2022,2022, Mercedes EQB,90178,5,Africa,South Africa,Online
6/2/2022,2022,Mercedes GLE,106023,3,Africa,Egypt,Wholesale
7/2/2022,2022,Mercedes GLC,119637,2,Africa,Morocco,Online
7/2/2022,2022,Mercedes AMG E63 S,59895,5,Asia,Japan,Dealership
7/2/2022,2022,Mercedes AMG SL 63,39615,3,South America,Peru,Dealership
8/2/2022,2022,Mercedes GLE,68416,2,Asia,South Korea,Wholesale
8/2/2022,2022,Mercedes A-Class Sedan,56606,5,Africa,Egypt,Wholesale
,,,,,,,
9/2/2022,2022,Mercedes AMG SL 63,42405,5,Europe,Italy,Wholesale
9/2/2022,2022,Mercedes-Benz Kamloops,61334,2,Africa,South Africa,Dealership
9/2/2022,2022,Mercedes AMG SL 63,109921,5,North America,United States,Online
9/2/2022,2022,Mercedes EDQ Sedan,63945,3,South America,Argentina,Wholesale
9/2/2022,2022,Mercedes-Benz Kamloops,71704,3,South America,Argentina,Dealership
9/2/2022,2022,Mercedes GLC,74594,5,South America,Chile,Dealership
10/2/2022,2022,Mercedes CLS Coupe,48773,1,Africa,Egypt,Online
10/2/2022,2022, Mercedes EQB,102503,2,Europe,United Kingdom,Dealership
11/2/2022,2022,Mercedes AMG GT 4-Door Coupe,35456,1,Asia,South Korea,Online
11/2/2022,2022,Mercedes AMG GT 4-Door Coupe,102706,3,North America,Canada,Dealership
12/2/2022,2022,Mercedes AMG CLA 45,86492,5,Europe,Spain,Dealership
12/2/2022,2022,Mercedes GLA,72011,4,Africa,Kenya,Online
12/2/2022,2022,Mercedes GLE,38802,4,North America,United States,Online
12/2/2022,2022,Mercedes CLE Coupe,57770,1,Asia,China,Wholesale
,,,,,,,
13/02/2022,2022,Mercedes EQA,42516,1,Asia,Japan,Online
13/02/2022,2022,Mercedes CLE Coupe,42979,1,South America,Peru,Online
,,,,,,,
13/02/2022,2022, Mercedes GLB,58063,3,Africa,Egypt,Dealership
14/02/2022,2022,Mercedes EDQ Sedan,41108,3,South America,Chile,Wholesale
14/02/2022,2022,Mercedes S-Class,82340,5,South America,Peru,Dealership
14/02/2022,2022,Mercedes C-Class Coupe,119352,3,Asia,Japan,Wholesale
,,,,,,,
14/02/2022,2022,Mercedes CLS Coupe,118348,5,Asia,Thailand,Dealership
15/02/2022,2022,Mercedes AMG CLA 45,81792,5,Europe,France,Dealership
15/02/2022,2022,Mercedes GLC Coupe,59519,1,North America,United States,Dealership
16/02/2022,2022,Mercedes AMG C63 S,78105,4,Asia,South Korea,Wholesale
16/02/2022,2022,Mercedes GLA,95481,1,South America,Argentina,Dealership
16/02/2022,2022,Mercedes CLE Coupe,84470,3,Europe,France,Wholesale
,,,,,,,
16/02/2022,2022,Mercedes GLS,98235,2,North America,Canada,Online
16/02/2022,2022,Mercedes E-Class,110752,3,Europe,Italy,Wholesale
16/02/2022,2022,Mercedes GLC,69866,4,Europe,France,Wholesale
17/02/2022,2022,Mercedes-Benz Kamloops,87999,3,South America,Chile,Wholesale
17/02/2022,2022,Mercedes E-Class,108270,4,South America,Argentina,Online
17/02/2022,2022,Mercedes CLA Coupe,61734,2,Africa,Morocco,Online
,,,,,,,
17/02/2022,2022,Mercedes CLA Coupe,31825,2,North America,United States,Dealership
,,,,,,,
17/02/2022,2022,Mercedes GLS,79824,5,South America,Brazil,Dealership
18/02/2022,2022,Mercedes-Benz Kamloops,80060,3,North America,United States,Dealership
18/02/2022,2022,Mercedes EQA,56409,5,Asia,India,Wholesale
19/02/2022,2022,Mercedes GLC,74078,1,Asia,Japan,Online
19/02/2022,2022,Mercedes GLE Coupe,65183,1,South America,Chile,Wholesale
19/02/2022,2022, Mercedes GLB,47340,1,Asia,Japan,Wholesale
20/02/2022,2022,Mercedes EQA,52713,1,North America,United States,Online
20/02/2022,2022,Mercedes GLS,60785,1,Europe,France,Online
20/02/2022,2022,Mercedes GLC Coupe,52586,3,Africa,Egypt,Dealership
20/02/2022,2022,Mercedes EDQ Sedan,55525,5,South America,Peru,Online
20/02/2022,2022,Mercedes CLS Coupe,75610,5,Europe,Germany,Dealership
22/02/2022,2022,Mercedes GLC Coupe,48229,4,North America,Canada,Dealership
23/02/2022,2022,Mercedes C-Class Coupe,96877,1,Asia,Thailand,Wholesale
,,,,,,,
24/02/2022,2022, Mercedes GLB,100096,2,North America,United States,Online
24/02/2022,2022,Mercedes AMG E63 S,47801,4,Africa,Egypt,Online
24/02/2022,2022,Mercedes GLC,37386,4,South America,Chile,Wholesale
24/02/2022,2022,Mercedes CLE Coupe,100871,3,Europe,France,Dealership
,,,,,,,
24/02/2022,2022,Mercedes AMG SL 63,89469,4,North America,United States,Dealership
25/02/2022,2022,Mercedes GLC,39144,2,South America,Brazil,Wholesale
25/02/2022,2022,Mercedes GLE Coupe,85566,5,South America,Peru,Wholesale
